,contract_id,starts_on,company_id,first_disb_date,grace_period_days,max_disposition_percentage,projection_uuid,projected_financing_days,principal_amount,take_rate,min_daily_payment,max_daily_payment,disbursement_fee,blended_contract_id,projection_method,payment_model,product_type,platforms,sat_conn
81,03129443-fed7-40d3-8af9-94b720ce3477,2021-09-29,7a221111-b6f1-4534-8131-a14e142fc415,2021-10-15,30,0.375,c7634b2e-2fa0-4b71-95e9-864dbe8d6bcf,180,3000000.0,0.1,11500.0,18000.0,0.11,36a74712-4c85-4597-bc61-7ba89e34c5a9,,revenue-based-capped,working-capital,0,0
82,6eee72bb-54cf-4ed4-9255-90997bfe3fcc,2022-04-28,27a3755a-2e6c-45b7-a11d-b40ead348425,,60,0.5,6e741ab6-89e6-458e-b019-6b695f7b95e5,240,14000000.0,0.0,116786.89,116786.89,0.08,,pandemic,fixed-payments,working-capital,0,1
83,e51eb7b8-2de4-4768-8430-eba1bcf758d4,2022-05-26,dc8a76c2-ee41-4577-a193-ccfd5789b4f0,2022-06-07,30,0.25,181e1429-9f81-4231-89d4-edaa3958bcb1,300,1750000.0,0.24,7400.0,8600.0,0.103,,rp,revenue-based-capped,working-capital,7,1
84,1b437e27-698a-4dc4-8447-3572b0b59769,2022-05-13,fd5eef03-d376-4af4-9dff-d8babe94a852,2022-05-23,45,0.3,aae7bfd1-0403-4def-878a-f14706b2ef77,270,1800000.0,0.19,8000.0,10200.0,0.1083,,rp,revenue-based-capped,working-capital,1,1
85,f50f1494-3051-40ca-ab81-a01428c10b38,2022-06-06,0ed1f10a-d732-4466-b1a6-59f84cc55f3a,2022-06-13,30,0.4,96da1301-683c-4b37-965e-39e8ba7e1e8f,270,2800000.0,0.135,11100.0,15000.0,0.1085,,rp,revenue-based-capped,working-capital,1,1
86,b2a8f711-e331-4bfd-a270-4f7c94c0cd51,2022-06-16,66dc9b84-a280-4ca8-909d-526bd3407054,2022-06-23,30,0.4,d4dc44b5-ce0b-4f2d-8f18-77dbc2cef180,270,1200000.0,0.0,5600.0,5600.0,0.113,,rp,fixed-payments,working-capital,2,1
87,5300b51c-242b-4b4a-8a99-60a3480219cd,2022-05-20,16016283-dba4-428f-9c8d-ff5341e5a899,2022-05-31,30,0.3,fa932d56-5241-4845-b727-089ce2245887,270,1700000.0,0.056,7100.0,8400.0,0.107,,rp,revenue-based-capped,working-capital,1,1
88,01386f13-6bbe-4003-830d-9c5351210707,2021-11-23,2764c80f-4427-4234-87fc-ef4ae70bc692,2021-11-29,30,1.0,de434052-3f00-45d7-84de-d2ba9de9cf94,240,100000.0,0.1,468.0,530.0,0.1,,,revenue-based-capped,working-capital,2,1
89,9e9eae5f-43a2-44a5-a323-f3a865203e42,2021-12-02,b2a87ab4-b13b-491e-9241-03f9e29bbc93,2021-12-21,30,0.6,ff1963b6-45af-4217-81c8-5cc1cb022fc8,210,100000.0,0.105,1570.0,1790.0,0.12,8c8c6082-b994-49f2-b5f4-eae1feac3119,,revenue-based-capped,working-capital,1,0
90,134ffede-00eb-4887-a1a8-c78b64784b3e,2022-05-10,3ac7d319-a575-48ec-bea5-c14d11b6ed35,2022-05-17,60,0.38,e1bb5582-0e0e-41ff-8d00-9ae6f6c814c3,240,8000000.0,0.0,58617.0,58617.0,0.0854,,pandemic,fixed-payments,sales-advancement,0,1
91,e2566276-6300-4ef8-b119-836a78d565b1,2022-04-28,ccec5a3c-6782-43f2-94e7-e67806266c8b,2022-04-29,60,1.0,f89fd8f8-fb63-4963-8b8b-d48b00dfaf04,210,8000000.0,0.0,60000.0,60000.0,0.1,,rp,fixed-payments,working-capital,2,1
92,518a15a5-d261-494c-bad4-d86fb64268e0,2022-05-19,5a26a241-5a99-4633-b09a-ea4d4220e56f,2022-05-31,30,0.4,177264a5-092d-4757-8986-5c4f8736aa3c,270,600000.0,0.0,2800.0,2800.0,0.116,,rp,fixed-payments,working-capital,2,1
93,72c78f75-118c-4bac-acae-cbf43c4d3ba1,2022-05-27,cc346085-2b34-4b95-ac38-1794b0100483,2022-06-07,30,0.3,f3125eab-2228-4ed2-bc83-2288949b4ffa,270,1700000.0,0.185,8000.0,9600.0,0.094,,rp,revenue-based-capped,working-capital,1,1
94,068e95a7-1cac-4712-acc3-a471849bb037,2022-05-18,09c95613-afb3-4783-98ec-ec00098616f2,2022-05-25,30,0.8,91e5ba5c-7e3f-4ba4-8dab-e6e6aa647f8d,270,500000.0,0.0,2400.0,2400.0,0.122,,rp,fixed-payments,working-capital,1,1
95,d02f146d-fa68-42f2-a7b3-be4cc4e59a49,2022-07-20,adebc4c3-afb2-46cf-91e3-b6956a22d8c7,2022-07-28,30,0.3,b50440ce-e5ba-42cd-b300-6affd53e70a9,270,4000000.0,0.195,16000.0,19000.0,0.096,,rp,revenue-based-capped,working-capital,2,1
96,dbb416bf-01ac-4ce0-a48a-1cf379dc5124,2020-12-28,e3ade423-8236-4c9e-aad4-57fd0ed8e93e,2020-12-30,30,0.25,ab68d7a3-ca52-4b10-b793-118177aab457,360,604099.0,0.19,2100.0,2700.0,0.13,,,revenue-based-capped,working-capital,1,0
97,a7702ac8-7689-4665-ab2d-4b2ba65adadf,2022-05-03,456f807a-8a8d-46e2-9673-d6e062b0a56f,,45,0.5,8b8797da-596e-4565-a865-9c7e375fe701,210,25000000.0,0.0,166156.0,166156.0,0.0833,,rp,fixed-payments,working-capital,2,1
98,1c1e4dd8-1828-4e68-b1f3-0068795db43b,2022-05-13,f92f7da5-f21d-4258-b639-bbfd84e9db62,2022-05-20,60,0.4,e5d405ec-5f81-42e3-9e97-838a7f6ba0ae,210,6000000.0,0.13,44084.0,55104.0,0.088,,pandemic,revenue-based-capped,working-capital,2,1
99,62bd1f44-9d82-434f-8b50-f3b29e698af1,2022-05-12,5474268b-8ade-40fa-abab-a498579fd98a,2022-05-17,60,0.3334,cd4050e6-f1c5-4acd-89ef-184c37b9d965,240,45000000.0,0.0,334500.0,334500.0,0.07,,rp,fixed-payments,working-capital,1,1
100,2b7eb4d2-9f08-4a55-8373-d0cce9c9e55b,2022-01-25,bc779a47-e3c9-478d-a212-d66a167f108a,2022-02-11,30,0.35,e747d871-a81c-401e-9c09-f77a35b706cd,150,600000.0,0.0,3550.0,3550.0,0.096,,,fixed-payments,working-capital,2,1
101,50f74dd0-7331-409a-952a-6edadfdada74,2022-02-22,853b8353-7714-4c6d-8524-71071e59d25d,2022-03-04,45,0.51,38cab264-95a8-4652-a840-6f2d70814560,210,700000.0,0.0,4750.0,4750.0,0.1025,,,fixed-payments,working-capital,2,1
102,ffe7a6d0-52d1-4c68-a638-96b83f26176f,2022-01-25,3b1d1419-bd42-4c08-b110-90f498f0ee73,2022-02-02,30,0.3,6c562de4-ab2a-4485-8aab-3a5b9e7672d8,300,4500000.0,0.0,28600.0,28600.0,0.135,2118376c-f24e-4d46-bbdb-a182b1b74e3c,,fixed-payments,working-capital,1,1
103,4bad95c7-d146-4edd-910d-df927a66f6e3,2022-05-04,d5a0a1a0-78a4-41a3-994f-a646e73d0e9f,2022-05-09,30,0.33334,4f13b39b-9479-4600-8f5e-c54e90f3226c,270,850000.0,0.0,4000.0,4000.0,0.12,,cs,fixed-payments,working-capital,2,1
104,5a22f236-b3dc-42af-8921-50acb8999fea,2022-05-11,bfec734e-52a0-4ea4-ab78-09fa03d97601,2022-05-19,30,0.4,5ba5227f-0755-45a6-89ad-3bf8adc321a2,270,4200000.0,0.202,18900.0,23500.0,0.1025,,cs,revenue-based-capped,working-capital,2,1
105,5fc41c90-9fc4-4adc-bbae-66e166078ab7,2022-05-12,c6530cf1-6942-4341-aa7a-36dfa3514de8,2022-05-16,30,0.5,be5801d2-a186-4bff-863b-16b973e83602,180,25000000.0,0.0,178660.0,178660.0,0.0615,,rp,fixed-payments,working-capital,2,1
106,bfeeb376-d513-416b-88c3-547944396c03,2022-01-25,3b3b473f-f098-47e5-ad63-96d2fa3d5caa,2022-02-02,30,0.5,4328d5d9-647d-48a9-886d-b33eeebaa9fe,210,500000.0,0.25,2200.0,2800.0,0.126,,,revenue-based-capped,working-capital,1,1
107,8bd352ff-5b8b-4073-b936-623dc008a43a,2022-04-27,8388981c-151a-43ce-9e68-562593fbc870,2022-05-11,30,0.4,813e2319-1f0f-461e-b612-b9ac0a8fe36a,270,400000.0,0.075,1600.0,2200.0,0.131,,pandemic,revenue-based-capped,working-capital,1,1
108,26e13e4a-6610-4c32-92c6-352cc1d33d0c,2022-05-04,aab1d502-4154-4acf-b905-921b9fd535c3,2022-05-13,30,0.33333,e58a59ec-1f65-42bc-9b6d-e6aed6ed801e,270,600000.0,0.0,2800.0,2800.0,0.115,,cs,fixed-payments,working-capital,1,1
109,9a0b9062-0b7b-4526-b30e-d308256d3866,2022-05-18,ab96881c-d02a-4678-8361-c56a6cc56d51,2022-06-06,30,0.3,2357c953-d1a6-4ca0-86e9-879c4240a53a,300,1400000.0,0.24,5300.0,6300.0,0.112,,rp,revenue-based-capped,working-capital,1,1
110,d91b2628-a720-4c0c-9228-773f8783ec04,2022-05-18,30e8ae36-9059-437b-b2d8-37eb9f19224c,2022-05-25,30,0.5,3cc600ab-9517-4353-ad21-32efe52e7fe8,150,2000000.0,0.0,29775.0,29775.0,0.105,7efdb1f6-95cd-4d2b-b62f-06b8f2edd136,rp,fixed-payments,working-capital,1,1
111,99e3ed96-bdc9-423e-8ac2-b43b4317ce25,2022-05-20,b7a4abd6-0701-46e6-9165-a1ac2b344840,2022-06-07,30,0.4,ad47300e-dc96-4efc-bf20-616fe95fc2dd,270,1500000.0,0.126,6000.0,8300.0,0.1135,,rp,revenue-based-capped,working-capital,2,1
112,3ebab147-a9ab-4ab9-bcd4-e7784c5ccfeb,2022-05-31,9a88bfc0-ef6c-4162-8b52-0f6edaf1b3a2,,30,0.4,8349360b-c79a-4bda-bd9e-503685b556fe,270,900000.0,0.0,4300.0,4300.0,0.103,,rp,fixed-payments,working-capital,3,1
113,c3df42ce-881d-4d9b-824b-dd97df35762f,2021-03-24,fe131631-5b91-40ab-89ca-214bc0db4892,2021-04-06,30,0.3333,2dfdeee7-9831-4008-bad8-cb2399dffc78,300,140482.0,0.036,559.0,745.0,0.129,,,revenue-based-capped,working-capital,1,1
114,8899bed0-5f04-4602-966d-e5aa21ba95ba,2022-01-27,c77f8878-c72c-49e1-879b-485e8befdaba,2022-02-14,45,0.45,9d5ab7cd-3e19-41d0-b967-32641ca98868,180,1000000.0,0.0,5800.0,5800.0,0.115,,,fixed-payments,working-capital,1,1
115,23767ada-ff74-4000-946c-6d32808bd53d,2022-05-31,a274268d-85f0-4b82-bc3b-5cd245f162b9,2022-06-13,30,0.3,b779e47b-b706-4767-8379-c44a879dfff4,270,900000.0,0.0,4200.0,4200.0,0.105,,rp,fixed-payments,working-capital,3,1
116,dd21de3e-dfcd-42da-b332-c200862f456a,2021-03-18,97fdda13-101c-4056-806d-d5168b1cf966,2021-04-07,30,0.25,a0ca1ad5-565b-4126-8c8c-50514b505c86,330,2278999.0,0.086,8159.0,9999.0,0.1,,,revenue-based-capped,working-capital,2,1
117,eeaa0d6f-54c9-4a56-8787-68b7a1fa9d8f,2022-05-16,b87f4e31-8d29-42a5-924b-b4b571c9ad42,2022-05-25,45,0.3333,111c18cb-8015-426e-ac76-84bf0c763e5d,201,3750000.0,0.0,47500.0,47500.0,0.08,e56424f7-4b30-4cfe-91b5-95fcd215c763,pandemic,fixed-payments,working-capital,1,1
118,9a84db46-297f-4c1e-8c58-2359f47d97a8,2022-04-18,b940dd1e-ffd3-4ea0-93d8-c23463a0c664,2022-04-22,30,0.3,9813f496-cd11-411a-b833-5a58318f576c,270,12000000.0,0.0,55452.0,55452.0,0.094,,,fixed-payments,working-capital,1,1
119,32574add-66d5-4143-8da3-2fe9d2cbc06c,2021-12-22,691e494a-dc5e-4845-8f31-9721dc4fe6ca,2021-12-27,30,0.45,9ad306b2-8cb4-4d0d-855f-bd1e4aca7588,270,10000000.0,0.0,51790.0,51790.0,0.099,e82d34fe-37ed-46d4-a58b-9e8bb2389ddc,,fixed-payments,working-capital,2,1
120,3e3f50dd-3e45-4269-8438-f447df4b66ad,2021-05-15,67022d7b-3c90-40fb-aec8-85a36001bdbd,2021-05-17,30,0.25,e1fd7326-e914-48aa-b5bb-8f8203fcc149,540,308008.0,0.28,2100.0,3000.0,0.12,a67db208-4611-40e4-b60b-9e7836e2740b,,revenue-based-capped,working-capital,4,1
121,e6c168f4-aa03-432f-b1d3-1ff348627f48,2021-09-10,4aa416b8-a0da-48b1-b4a1-92dec7fb9a34,2021-09-23,30,0.3333,5419a51e-40e6-4b64-8519-9d18c24eb214,240,750000.0,0.39,3150.0,4100.0,0.15,3aaa4071-fdea-4e81-9726-c0e9591dde2e,,revenue-based-capped,working-capital,1,1
122,c08cba00-4ae5-4b31-9695-231c0e3cbdf9,2021-07-27,3dd5a577-c501-45f3-9fe4-1037ca37e740,,30,1.0,c37ade37-f9fc-4e4a-84ad-e9a7d4224329,300,10000.0,0.05,500.0,900.0,0.1,,,revenue-based-capped,working-capital,5,0
123,de148e2a-a3e3-4c13-b070-5fb55f32b6f3,2021-12-27,44436f82-dccf-4a39-ada3-781adc62b1cf,2021-12-30,30,0.5,f9018ddf-784d-4bb3-a31e-88590f25224d,180,8000000.0,0.3,42000.0,50000.0,0.085,,,revenue-based-capped,working-capital,1,1
124,82b899e8-ccc9-401a-843c-a267975fa31d,2021-12-27,5c369c95-538a-4a32-aece-e483a97a3dac,2021-12-30,30,1.0,20ee9e35-801c-4199-870b-17bde1fe135c,180,3000000.0,0.0,18200.0,18200.0,0.092,,,fixed-payments,working-capital,4,1
125,82bbc238-1b52-45c8-a536-a7505005e385,2021-12-22,df4debd3-cecc-4c7f-a967-396a39cec358,2022-02-28,30,0.5,d6a078af-e07f-4568-b5f7-17e97118b2f9,90,500000.0,0.0,5000.0,5000.0,0.075,,,fixed-payments,working-capital,2,1
126,5594b56e-eb5d-4ac3-b52e-7d3fb41b05ce,2021-11-17,08e40343-54aa-49d1-9317-4dbcd16ee70f,2021-11-25,60,0.5,5110e702-1924-4479-9ef9-e4f720ceb38d,150,8000000.0,0.0,60000.0,60000.0,0.083,,,fixed-payments,working-capital,1,1
127,df4939de-b763-41ce-84b0-0f536b90f6d7,2021-11-26,06e4f338-a7b4-4bde-b203-620db36372c2,2021-12-09,30,0.5,5e5b7f2b-fecf-47a2-b02c-7713c5e452d9,210,1140000.0,0.0,5400.0,5400.0,0.115,,,fixed-payments,working-capital,2,1
128,915162d4-6026-4095-aa4a-18183d7587d2,2022-01-24,b1239e20-4874-413b-a260-74c6f27c04e4,2022-02-01,30,0.45,327f6f68-6022-4ecb-b628-0d1f185aac67,150,1500000.0,0.0,8000.0,8000.0,0.1,,,fixed-payments,working-capital,2,1
129,d304d8e2-a6ff-4d5b-aaca-55dbd8033d4b,2021-11-17,2dfdd356-5cd4-44c2-8387-3b55f7cb75db,2021-12-01,30,0.25,bb4f7eae-fa39-4a53-a485-4e214f19c943,240,210000.0,0.0,1860.0,1860.0,0.14,3c16aa75-2677-4a55-ba11-e0709bb3bdc9,,fixed-payments,working-capital,1,1
130,5682ee80-14b9-4566-9743-ebcd0e8465f7,2022-01-21,67022d7b-3c90-40fb-aec8-85a36001bdbd,2022-02-08,45,0.5,9b034723-5461-43d5-82b4-bf199e43bf42,270,1000000.0,0.28,3900.0,6600.0,0.12,3e3f50dd-3e45-4269-8438-f447df4b66ad,,revenue-based-capped,working-capital,4,1
131,a2fa6074-6b7c-47ab-9bcf-1e7caaf2f528,2022-01-26,a018e181-2572-47ad-bafc-ae3f5c33d6a3,2022-04-07,30,0.36,c36ef85f-90d8-47cc-8eec-060739c567dd,330,1400000.0,0.17,6690.0,8200.0,0.138,32472f58-4e4d-4c7a-b73f-23fc7044742c,,revenue-based-capped,working-capital,0,0
132,ca6c646c-f301-4769-a618-19d64b521be5,2022-01-07,0bae2e15-bed4-4b8e-b8cb-3f5f6eb5819c,2022-01-11,30,0.3333,ce17e67d-097e-4c29-a083-094c60ebe6e5,300,750000.0,0.0,5000.0,5000.0,0.123,5cc476bf-38cf-4e99-a04c-d70c6e2f6157,,fixed-payments,working-capital,0,1
133,432cecd0-0a33-4050-a694-9dd3607b598c,2021-10-19,d1b258d1-9f86-4139-b9ce-de1d33e3434f,2021-10-29,30,0.25,9c10fa81-dab7-4951-9fdd-54e988c87209,300,810000.0,0.08,2700.0,4400.0,0.11,c1e5427c-659b-4f22-846a-ff5aa307a254,,revenue-based-capped,working-capital,1,1
134,6a8dee40-ab55-4dd2-bcb4-b4824f042132,2022-07-21,16a8432e-749c-4a50-9170-aedab6d6064a,,30,0.28,0a9b6888-75e9-4bbc-9407-95f6f819df5a,270,800000.0,0.24,3300.0,3900.0,0.125,,rp,revenue-based-capped,working-capital,2,1
135,2e0aa88b-289a-4da4-9e0b-6bcb0c039ae9,2022-03-02,4f4e5a1d-60c9-4fe7-ab7f-ecef8cd7cc06,2022-03-11,30,0.35,5f6a16b3-4e3f-412e-a971-9183d76c100b,300,1300000.0,0.12,7590.0,9500.0,0.115,2969e88e-3996-496b-8c4c-1bd0a1b670a2,,revenue-based-capped,working-capital,1,1
136,2c1e50ad-097c-4c54-b034-e7eddc1c7191,2022-01-18,441a2d9a-6031-45ba-a70f-1be781170c96,2022-01-19,30,1.0,eb519f6f-6bfd-4483-94e8-f72094f2f71c,90,4500000.0,0.0,79000.0,79000.0,0.05,,,fixed-payments,working-capital,3,0
137,0b774071-2e02-4335-9a92-1452d46c97ff,2022-07-20,b7e232c6-462e-4b0d-9f7a-c4135d67c825,2022-07-25,30,0.35,e50f8fc9-3f5f-4f95-be48-6d7a34adc686,267,1500000.0,0.0,12500.0,12500.0,0.104,685e0fd7-dae3-492b-a4ee-24afa404bb45,rp,fixed-payments,working-capital,1,1
138,0cc522d2-0d7c-4afe-8829-516a1826bc07,2021-01-22,41a4c2af-8a6a-470f-bc4d-182f9a512bee,2021-01-27,30,0.25,4b9237a7-db95-4d89-80eb-b6f4f14b8811,300,214638.0,0.08,784.35,991.01,0.14,,,revenue-based-capped,working-capital,1,0
139,3b8a623a-3279-44ee-92c3-92f0d070046f,2021-02-22,5474268b-8ade-40fa-abab-a498579fd98a,2021-02-22,60,0.5,17759b26-20d0-48e0-97ca-984c60e79da5,210,30000000.0,0.28,283333.33,316666.66,0.07,,,revenue-based-capped,working-capital,1,1
140,4f44ac28-69dc-45c2-82e3-3bc258984e51,2022-05-06,76198eb9-2e02-4145-958f-9bfa5f3169ea,2022-05-18,30,0.4,cc08d744-639a-414a-965e-aa7db77c45e1,270,1350000.0,0.0,6300.0,6300.0,0.108,,pandemic,fixed-payments,working-capital,2,1
141,f7f5caf2-8c92-44d2-ad44-c5e72201df40,2021-04-30,d693afe0-0721-4664-b95c-4797f997c216,,30,0.5,eff24dad-9b93-4cf7-8752-87376c857f12,240,1100212.0,0.124,4855.0,6789.0,0.11,,,revenue-based-capped,working-capital,1,0
142,b2ddc54d-b5be-48c6-a7e8-7f38179d79cb,2022-05-16,daf49023-137c-4c90-9049-f5917fb7a673,,30,1.0,39d13650-bd03-4648-8768-e4aecb1d7ed9,150,2000000.0,0.0,30000.0,30000.0,0.095,8c7e38dc-c240-42ac-a6df-056bdff6b4bd,cs,fixed-payments,working-capital,1,1
143,d52e8826-51a1-4695-ab80-e37f904442d6,2022-02-17,810155a4-0d37-4ec3-8fa2-ede4cae287ac,2022-03-16,45,0.33,5d885f93-13ff-4adb-abe5-ad2e3d17da6e,240,1200000.0,0.0,6800.0,6800.0,0.092,,,fixed-payments,working-capital,3,1
144,85ede5a6-7cf2-43f7-b0ac-289e2c47e5b9,2022-01-28,fc054669-1734-4e44-a47c-e344302f8e17,2022-02-04,45,0.5,7b8dcb9e-f687-4f73-bca2-913f9ebdb96f,270,6000000.0,0.26,28000.0,33000.0,0.108,,,revenue-based-capped,working-capital,1,1
145,a380ec32-e2b7-4886-8de9-9c877874f177,2022-01-20,c6530cf1-6942-4341-aa7a-36dfa3514de8,2022-01-21,0,1.0,aeceed09-389e-409b-bf19-918f1b3c1b92,60,3500000.0,0.0,59896.67,59896.67,0.0268,,,fixed-payments,working-capital,2,1
146,e6455ae2-a2c8-4d8d-a917-94ddc3cc69e7,2022-03-23,e6f549cf-a404-4897-b21b-220d4f2844dc,2022-04-08,30,0.4,86335889-d65a-4ae2-8104-2edb53e4ce9d,270,330000.0,0.245,1390.0,1900.0,0.132,,,revenue-based-capped,working-capital,1,1
147,59574699-54c8-40f9-97c5-3f0423ed4d5a,2021-09-01,c0d94c22-e65a-4f8c-9b34-0af746f6847c,2021-10-29,30,0.25,b924a3a1-c33b-426c-89a1-a86e9e5e721c,240,500000.0,0.18,1900.0,2250.0,0.13,25ae9135-fccd-455d-a4e1-563cbc7f0fc5,,revenue-based-capped,working-capital,0,0
148,0238f59a-4eea-44c3-9106-daf3670e5072,2022-05-09,2d139ec6-47cf-4f4e-8177-9516d6f4d53d,2022-05-30,30,0.4,fd1d0cc2-d584-40ce-b527-c2688fec545a,270,450000.0,0.0,2106.0,2106.0,0.123,,pandemic,fixed-payments,working-capital,3,1
149,2943a3db-11ab-43c9-baa1-4bd7d4978408,2022-04-20,811f3daf-66a7-46ff-a1a8-dbb068259c87,2022-04-27,30,0.3,b8e3c89d-38b5-4c63-a513-5e811afbea66,270,2200000.0,0.24,8850.0,11900.0,0.1,,sp,revenue-based-capped,working-capital,1,1
150,1262db23-9ad7-46d4-be0a-52cced5c9b8c,2022-05-20,b8de73ec-f31b-4449-aa6a-66c8cb1aeb57,,30,0.4,eac16025-5f94-4d5f-b362-8959baf2df97,270,720000.0,0.0,3400.0,3400.0,0.12,,rp,fixed-payments,working-capital,2,1
151,01583ae0-1cff-4fb1-8ace-975c6cf23e7c,2022-05-12,68472b6a-be56-45cb-b3e3-99790dc97256,2022-05-19,45,0.5,9ef25e3b-7623-4173-9b26-a01b9644c0a8,246,10000000.0,0.0,55710.0,55710.0,0.0985,,rp,fixed-payments,sales-advancement,0,1
152,83d12d05-2641-4a4e-8757-ebbc66148ac1,2022-03-29,d6808741-9fc7-4ed4-8045-f805c6ca585c,2022-04-13,30,0.25,9ec8971a-a482-4220-9c9c-684573054e2c,150,850000.0,0.16,3500.0,4200.0,0.099,,,revenue-based-capped,working-capital,1,1
153,357a964e-1fe5-4078-9518-913e6f7427eb,2022-03-08,cf5a98a4-580e-4dba-b91f-6602552d4dff,2022-03-14,30,0.34,6c816ea7-d1d0-4b6f-a2f7-ef2d98979000,210,4000000.0,0.0,28700.0,28700.0,0.085,31cc1355-c5bb-4413-a2ce-cc242afc07b4,,fixed-payments,working-capital,1,0
154,c302b93f-abf7-4808-ad54-d5518d2f8bb2,2022-06-09,ea719e11-7135-455a-9a2b-eb0c40fdb11e,2022-06-28,30,0.4,fc868190-8cbe-49f4-806d-20727f3d7dd0,270,7250000.0,0.0,33900.0,33900.0,0.108,,rp,fixed-payments,working-capital,2,1
155,fbb310b6-fda0-41d1-bdf2-360105bc6566,2022-03-25,baab237b-172f-4075-9625-385ed14a1b5f,2022-04-08,30,0.5,ccad7f82-3a05-408e-b89d-312b155a85e9,180,600000.0,0.0,3200.0,3200.0,0.112,,,fixed-payments,working-capital,3,1
156,b91f295c-0ba3-4d20-abf2-ff4e429a5e3d,2022-04-29,8388981c-151a-43ce-9e68-562593fbc870,,30,0.4,06ea2a45-b055-49b2-b451-372ec6443424,270,400000.0,0.078,1600.0,2200.0,0.13,,pandemic,revenue-based-capped,working-capital,1,1
157,05f6bb2a-3322-4403-b2d5-aecc03d96987,2022-05-20,2d7df42a-eaf3-4de9-986f-e019dc266734,2022-05-31,30,0.3,4bd7cbcc-6672-4869-b498-82e7d0843231,270,1040000.0,0.0,4900.0,4900.0,0.114,,rp,fixed-payments,working-capital,2,1
158,79d829a0-3299-4e84-8156-7c4461e23b8a,2022-05-27,7491dfd4-a435-404d-bd6f-25fb55464e42,2022-06-01,30,0.3,fc296c36-d7c0-4073-b069-a0ed2d78a680,270,700000.0,0.0,3230.0,3230.0,0.107,,rp,fixed-payments,working-capital,0,1
159,38caf073-c797-4d8b-ad6a-bd5202910a1d,2022-01-27,5474268b-8ade-40fa-abab-a498579fd98a,2022-02-23,30,0.5,6d7a798d-7758-49c4-beba-24d99aefe65b,210,30000000.0,0.0,259488.0,259488.0,0.07,,,fixed-payments,working-capital,1,1
160,5d3feff0-0b99-4065-84f3-30f3dbc298e7,2022-02-22,045d38cc-1f3c-40ba-a949-1669abbf5f22,2022-02-24,30,0.35,bfc42c58-3a54-4b38-8130-2808fc841690,300,350000.0,0.0,2950.0,2950.0,0.125,cb78ab30-fc1e-4d82-905d-019e10d1264f,,fixed-payments,working-capital,1,1
